additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor,property_type,transaction_type
1,2,4,0,699,3,4,4,668,West,1 out of 5,Alandi,Old,2,Park,Leasehold,2020-08-02,62211,89,Davis PLC,No,Ready to Move,7,Villa,Rent
2,3,3,2,1834,3,1,1,1810,South,Ground,Wagholi,New,2,Main Road,Leasehold,2024-09-15,146720,80,Howard Group,Yes,Ready to Move,10,Row House,Rent
2,6,5,2,606,3,3,3,527,East,1 out of 5,Hadapsar,Old,3,Main Road,Leasehold,2020-01-03,50298,83,Cooley-Noble,No,Under Construction,4,Row House,Sale
0,3,1,1,927,0,1,1,853,West,2 out of 10,Bhekrai Nagar,Old,1,Main Road,Leasehold,2020-10-08,123291,133,Robinson-Cooper,Yes,Ready to Move,1,Apartment,Rent
1,9,1,2,524,3,1,1,450,North,1 out of 5,Viman Nagar,New,2,Main Road,Freehold,2025-01-28,69692,133,"Barrett, Novak and Sutton",Yes,Under Construction,8,Villa,Rent
0,0,3,1,1924,2,1,1,1861,West,1 out of 5,NIBM,Old,3,Garden,Freehold,2020-11-05,209716,109,"Fleming, Roberts and Marsh",No,Ready to Move,1,Row House,Rent
1,6,2,1,679,1,1,1,593,North,1 out of 5,Manjari,New,2,Park,Freehold,2024-07-07,57715,85,Johnson-Booth,No,Under Construction,6,Villa,Sale
0,8,3,2,833,2,1,1,755,North,2 out of 10,Bhekrai Nagar,New,1,Garden,Freehold,2022-12-03,59143,71,Willis Inc,No,Under Construction,10,Villa,Rent
2,1,4,0,1267,3,4,4,1229,South,1 out of 5,Wagholi,Old,1,Park,Leasehold,2022-06-04,106428,84,Smith LLC,Yes,Ready to Move,4,Row House,Sale
0,6,2,2,1512,1,3,3,1468,South,5 out of 12,Undri,Old,2,Garden,Freehold,2020-04-27,184464,122,Jensen-Johnson,Yes,Ready to Move,6,Row House,Sale
0,9,1,2,1470,0,3,3,1382,West,Ground,Undri,Old,1,Garden,Leasehold,2021-07-28,154350,105,Santos PLC,No,Under Construction,3,Apartment,Sale
2,3,1,0,1401,0,3,3,1321,North,Ground,Kondhwa,Old,2,Main Road,Leasehold,2020-06-20,163917,117,Washington Inc,No,Ready to Move,2,Villa,Rent
2,10,5,0,1828,0,2,2,1756,North,5 out of 12,Alandi,Old,2,Garden,Leasehold,2024-12-28,237640,130,Scott-Hudson,No,Ready to Move,5,Apartment,Rent
0,5,1,2,1062,0,3,3,1021,North,1 out of 5,Magarpatta,New,3,Garden,Leasehold,2021-07-26,83898,79,Mahoney-Rose,Yes,Under Construction,2,Apartment,Sale
1,9,4,0,588,2,2,2,536,West,Ground,Kondhwa,Old,3,Park,Leasehold,2023-12-28,40572,69,"Hernandez, Valdez and Lane",No,Ready to Move,7,Apartment,Sale
0,8,5,1,1036,3,3,3,965,South,2 out of 10,Kondhwa,New,3,Main Road,Leasehold,2021-07-17,82880,80,Cisneros Inc,No,Ready to Move,8,Villa,Rent
0,8,1,1,1690,0,3,3,1599,North,1 out of 5,Kondhwa,New,1,Garden,Freehold,2023-07-23,116610,69,Castillo-Burton,Yes,Under Construction,9,Row House,Sale
1,6,2,0,1421,3,1,1,1348,West,1 out of 5,Hadapsar,Old,3,Garden,Freehold,2022-10-04,191835,135,Evans and Sons,Yes,Ready to Move,7,Villa,Sale
0,9,1,1,701,1,1,1,622,North,2 out of 10,Bhekrai Nagar,Old,1,Main Road,Leasehold,2024-05-15,80615,115,Brown PLC,Yes,Ready to Move,12,Villa,Rent
0,4,3,1,1976,3,1,1,1902,East,1 out of 5,Alandi,Old,2,Main Road,Leasehold,2020-06-06,118560,60,Wade-Lewis,Yes,Under Construction,4,Apartment,Rent
1,10,3,2,1811,2,1,1,1740,West,Ground,Undri,New,3,Park,Leasehold,2022-04-03,112282,62,"Hanson, Richardson and Phillips",No,Ready to Move,10,Apartment,Rent
0,6,4,1,828,0,1,1,747,North,2 out of 10,Magarpatta,New,2,Park,Leasehold,2023-04-05,70380,85,Cortez Ltd,No,Ready to Move,7,Apartment,Rent
1,9,1,2,510,1,2,2,462,South,1 out of 5,Hadapsar,Old,2,Main Road,Leasehold,2024-12-26,49470,97,Wagner-Stark,Yes,Under Construction,9,Row House,Sale
1,6,5,1,1139,2,3,3,1086,West,Ground,Manjari,New,1,Park,Freehold,2020-06-08,161738,142,Bailey LLC,No,Under Construction,6,Apartment,Rent
2,0,4,1,848,3,3,3,748,West,Ground,Magarpatta,Old,3,Park,Leasehold,2024-03-14,98368,116,"Garcia, Allen and Davidson",Yes,Under Construction,12,Apartment,Rent
2,6,1,1,702,2,1,1,637,West,1 out of 5,Undri,New,3,Garden,Leasehold,2020-05-22,99684,142,"Harris, Lee and Goodwin",No,Under Construction,7,Row House,Rent
0,9,1,0,977,1,4,4,937,South,1 out of 5,Hadapsar,New,3,Garden,Leasehold,2022-02-14,115286,118,"Mitchell, Young and Lindsey",Yes,Ready to Move,4,Apartment,Sale
0,5,2,1,1698,1,4,4,1654,West,1 out of 5,Magarpatta,New,2,Garden,Leasehold,2021-08-18,137538,81,Thornton-Gamble,Yes,Under Construction,4,Villa,Sale
2,3,1,2,958,1,1,1,858,North,5 out of 12,Dhomkeel,Old,3,Park,Freehold,2020-08-05,63228,66,Smith-Goodman,Yes,Under Construction,7,Villa,Rent
2,9,5,1,1593,2,1,1,1554,West,Ground,Magarpatta,New,2,Main Road,Freehold,2024-09-23,195939,123,Huang-Briggs,No,Under Construction,12,Row House,Sale
1,8,3,2,1937,0,3,3,1908,South,5 out of 12,Alandi,New,1,Park,Leasehold,2021-07-30,145275,75,"Moreno, Cobb and Yang",No,Ready to Move,7,Villa,Rent
2,7,5,1,953,3,4,4,927,North,2 out of 10,Wagholi,New,1,Main Road,Freehold,2022-02-12,56227,59,"Nelson, Rivera and Allen",No,Ready to Move,7,Villa,Sale
0,1,3,0,604,3,4,4,559,North,Ground,Manjari,Old,1,Park,Freehold,2023-08-21,62816,104,Sanchez-Newman,Yes,Ready to Move,7,Row House,Sale
2,5,3,1,808,2,4,4,763,North,Ground,Undri,Old,2,Garden,Leasehold,2021-10-29,117160,145,Maldonado-Nunez,No,Ready to Move,3,Apartment,Rent
2,7,4,0,517,2,2,2,478,West,5 out of 12,Magarpatta,New,2,Park,Freehold,2023-11-10,60489,117,Carroll Ltd,No,Ready to Move,4,Row House,Sale
2,8,5,0,1232,0,2,2,1198,West,5 out of 12,NIBM,New,3,Garden,Freehold,2024-10-27,64064,52,Johnson PLC,No,Ready to Move,12,Row House,Rent
0,8,4,0,486,2,3,3,430,West,2 out of 10,Bhekrai Nagar,New,3,Main Road,Freehold,2024-01-05,72414,149,Austin and Sons,Yes,Ready to Move,1,Apartment,Rent
1,0,2,2,1173,3,1,1,1095,North,2 out of 10,Alandi,New,1,Garden,Leasehold,2021-07-18,157182,134,"Bowman, Huff and Davis",Yes,Ready to Move,3,Villa,Sale
0,9,1,0,1752,0,2,2,1731,East,1 out of 5,Hadapsar,Old,3,Main Road,Freehold,2024-01-06,134904,77,"Jones, Browning and Cortez",Yes,Under Construction,11,Apartment,Sale
2,2,3,1,685,3,4,4,651,South,5 out of 12,Alandi,New,2,Main Road,Leasehold,2020-12-16,95215,139,"Miller, Johnson and Parker",Yes,Ready to Move,10,Villa,Rent
1,3,1,0,1471,0,1,1,1422,North,Ground,Dhomkeel,New,2,Main Road,Freehold,2025-01-06,100028,68,"Mullins, Jennings and Lawrence",Yes,Ready to Move,1,Apartment,Rent
1,2,4,0,1688,1,4,4,1596,North,Ground,Hadapsar,Old,2,Garden,Leasehold,2020-01-24,96216,57,"Ross, Moore and Moore",No,Ready to Move,10,Row House,Rent
1,8,4,1,922,3,4,4,883,North,2 out of 10,Manjari,Old,2,Main Road,Leasehold,2021-02-04,130924,142,Johnson Ltd,No,Ready to Move,7,Villa,Sale
2,7,3,0,547,3,1,1,484,North,1 out of 5,Magarpatta,New,2,Main Road,Freehold,2022-08-25,27350,50,"Stevens, Riddle and Kim",No,Ready to Move,2,Apartment,Sale
2,3,1,2,952,1,4,4,910,North,2 out of 10,Manjari,Old,2,Main Road,Freehold,2022-12-24,139944,147,Fuentes LLC,Yes,Ready to Move,9,Villa,Rent
1,5,5,1,885,3,3,3,830,East,1 out of 5,Hadapsar,New,3,Garden,Leasehold,2022-06-21,119475,135,"Norris, Hernandez and Bennett",No,Under Construction,11,Row House,Rent
0,10,5,0,1253,2,4,4,1194,East,2 out of 10,NIBM,New,2,Park,Freehold,2023-09-03,144095,115,"Henry, Moss and Cardenas",No,Under Construction,9,Apartment,Sale
0,4,2,1,1606,2,4,4,1513,North,1 out of 5,Alandi,Old,1,Garden,Leasehold,2021-06-01,171842,107,Scott Inc,Yes,Under Construction,10,Row House,Rent
1,7,1,1,1366,0,2,2,1321,South,Ground,Alandi,Old,2,Garden,Freehold,2024-07-04,143430,105,Goodwin Inc,Yes,Under Construction,9,Apartment,Sale
1,10,2,2,641,1,2,2,573,East,2 out of 10,Dhomkeel,Old,2,Park,Freehold,2024-01-03,95509,149,Robinson-Smith,No,Ready to Move,7,Villa,Sale
2,2,3,1,1302,1,1,1,1215,North,2 out of 10,Alandi,Old,2,Garden,Leasehold,2021-11-30,113274,87,Johnson-Lewis,No,Ready to Move,12,Villa,Rent
1,9,3,2,1445,1,3,3,1396,West,1 out of 5,Dhomkeel,New,3,Garden,Freehold,2021-08-17,212415,147,"Young, Allen and Murphy",Yes,Ready to Move,8,Row House,Sale
0,10,5,0,1997,1,1,1,1933,East,Ground,NIBM,Old,3,Garden,Freehold,2023-06-15,261607,131,Davis-Diaz,No,Ready to Move,10,Villa,Rent
2,8,4,1,777,0,2,2,682,North,5 out of 12,Kondhwa,Old,2,Garden,Leasehold,2024-06-09,70707,91,Patton LLC,No,Ready to Move,11,Villa,Rent
2,6,2,2,1720,0,1,1,1665,West,2 out of 10,Kharadi,New,1,Park,Freehold,2022-07-22,165120,96,Daniels-Powell,Yes,Under Construction,11,Apartment,Rent
1,9,5,1,1301,3,2,2,1260,South,5 out of 12,Dhomkeel,New,2,Garden,Freehold,2020-04-14,152217,117,Smith Ltd,No,Ready to Move,7,Apartment,Sale
1,5,5,2,1137,1,4,4,1044,East,5 out of 12,Wagholi,New,3,Park,Freehold,2024-03-31,109152,96,"Wilson, Macdonald and Glenn",No,Under Construction,7,Row House,Rent
2,0,1,2,700,2,4,4,612,South,1 out of 5,Wagholi,New,1,Main Road,Leasehold,2025-03-18,89600,128,Reilly LLC,Yes,Ready to Move,9,Row House,Rent
1,3,3,1,1328,1,3,3,1239,North,2 out of 10,Hadapsar,Old,1,Park,Freehold,2023-09-25,84992,64,Morales-Walton,No,Under Construction,9,Villa,Sale
2,10,5,2,991,0,1,1,928,East,1 out of 5,Kondhwa,New,3,Main Road,Leasehold,2024-10-22,112974,114,Khan-Gallagher,Yes,Under Construction,9,Apartment,Sale
1,5,4,2,1762,2,1,1,1717,North,5 out of 12,Alandi,Old,3,Garden,Leasehold,2025-03-18,209678,119,Hall-Mckinney,No,Under Construction,7,Row House,Sale
2,7,4,2,1631,0,4,4,1560,East,Ground,Viman Nagar,Old,2,Park,Freehold,2021-02-15,164731,101,"Lopez, Williams and Castro",Yes,Ready to Move,1,Row House,Rent
2,8,5,2,1600,0,2,2,1540,West,2 out of 10,Hadapsar,Old,2,Main Road,Leasehold,2024-07-08,238400,149,Hurst PLC,Yes,Ready to Move,6,Row House,Rent
0,1,2,2,1987,0,2,2,1917,East,5 out of 12,Dhomkeel,New,3,Park,Freehold,2021-03-19,210622,106,Barber-Pierce,No,Under Construction,12,Row House,Rent
1,2,1,0,1272,2,4,4,1195,North,2 out of 10,Bhekrai Nagar,New,1,Garden,Leasehold,2023-08-18,113208,89,Kirby and Sons,Yes,Ready to Move,1,Row House,Rent
1,5,2,0,1853,1,4,4,1795,East,2 out of 10,Hadapsar,Old,1,Main Road,Leasehold,2025-01-05,259420,140,"Holloway, Silva and Anderson",No,Under Construction,1,Row House,Sale
1,3,5,1,590,1,3,3,534,South,Ground,NIBM,New,2,Garden,Freehold,2022-10-09,34810,59,Taylor-Weber,Yes,Under Construction,5,Row House,Rent
1,7,2,1,644,3,1,1,579,North,5 out of 12,Hadapsar,Old,1,Main Road,Leasehold,2024-09-12,63112,98,"Ellis, Olson and Velez",Yes,Ready to Move,10,Row House,Sale
0,10,3,0,1507,3,1,1,1439,West,2 out of 10,Kharadi,Old,1,Garden,Freehold,2020-04-22,223036,148,"Mason, Carpenter and Olson",No,Ready to Move,9,Apartment,Rent
1,5,4,2,1139,2,2,2,1107,West,2 out of 10,NIBM,New,1,Main Road,Leasehold,2022-05-06,144653,127,"Rodriguez, Ramirez and Gonzalez",No,Under Construction,3,Villa,Sale
0,9,2,2,777,0,1,1,677,East,2 out of 10,Undri,New,2,Main Road,Leasehold,2020-07-21,113442,146,Ross Group,No,Under Construction,10,Villa,Sale
2,8,5,0,1463,3,1,1,1393,East,Ground,Hadapsar,New,1,Garden,Leasehold,2021-12-28,181412,124,"Miller, Russell and Torres",No,Under Construction,9,Villa,Rent
0,1,4,0,1702,3,1,1,1669,North,5 out of 12,Hadapsar,Old,2,Park,Leasehold,2023-03-05,114034,67,Turner-Lane,Yes,Under Construction,6,Apartment,Sale
1,0,2,0,977,0,1,1,901,East,1 out of 5,Manjari,New,3,Park,Freehold,2024-05-31,112355,115,Norman and Sons,No,Ready to Move,4,Villa,Sale
1,4,4,1,641,1,3,3,586,North,Ground,Manjari,New,1,Garden,Freehold,2020-10-02,34614,54,Perez and Sons,No,Ready to Move,2,Apartment,Rent
2,10,3,0,1633,1,3,3,1564,East,1 out of 5,Kondhwa,New,1,Garden,Leasehold,2023-11-09,187795,115,"Wells, Mueller and Johnson",No,Under Construction,3,Villa,Rent
0,5,2,0,581,0,1,1,490,East,2 out of 10,Kondhwa,New,2,Main Road,Freehold,2020-12-12,59843,103,Gillespie LLC,Yes,Ready to Move,2,Row House,Rent
2,10,5,0,972,2,3,3,895,East,Ground,Hadapsar,New,3,Park,Freehold,2023-02-13,78732,81,Graham and Sons,No,Ready to Move,1,Villa,Sale
0,2,3,0,1575,3,2,2,1517,South,2 out of 10,NIBM,New,2,Park,Leasehold,2020-01-14,155925,99,"Miller, Johnson and Martinez",No,Ready to Move,8,Apartment,Sale
2,1,4,2,558,2,1,1,493,West,5 out of 12,Undri,Old,3,Park,Freehold,2020-11-24,58590,105,Fischer Ltd,Yes,Ready to Move,11,Apartment,Sale
2,0,1,0,920,1,4,4,872,South,Ground,Dhomkeel,Old,2,Main Road,Freehold,2020-07-25,46920,51,Sanchez-Henson,No,Under Construction,4,Apartment,Rent
2,1,4,2,1455,3,3,3,1409,North,5 out of 12,Viman Nagar,Old,2,Main Road,Leasehold,2022-03-23,152775,105,Gibson and Sons,No,Ready to Move,9,Villa,Sale
2,9,3,1,1889,3,1,1,1833,North,2 out of 10,Viman Nagar,New,3,Main Road,Leasehold,2023-12-09,247459,131,Lewis-Robles,Yes,Under Construction,8,Apartment,Sale
1,8,5,0,586,1,2,2,523,West,2 out of 10,Kharadi,New,1,Garden,Leasehold,2021-10-29,77938,133,Beck-Brown,No,Under Construction,6,Apartment,Sale
2,10,3,0,487,2,3,3,404,North,Ground,Hadapsar,Old,2,Park,Leasehold,2020-04-27,29707,61,Lewis-Woods,Yes,Ready to Move,12,Apartment,Rent
2,2,3,0,1837,0,2,2,1784,West,1 out of 5,Wagholi,New,2,Garden,Leasehold,2024-05-16,112057,61,"Curtis, Ruiz and Mcdowell",No,Ready to Move,9,Row House,Sale
1,7,1,0,817,0,1,1,761,East,Ground,Magarpatta,New,3,Main Road,Leasehold,2020-01-17,96406,118,Martinez-Ramsey,No,Under Construction,7,Row House,Sale
0,5,3,2,818,2,1,1,797,North,1 out of 5,Magarpatta,New,2,Garden,Leasehold,2022-08-21,48262,59,"Schroeder, Schneider and Mathis",Yes,Under Construction,10,Apartment,Sale
1,5,5,2,577,3,2,2,503,North,Ground,Hadapsar,Old,3,Main Road,Leasehold,2021-12-24,56546,98,Williams Group,Yes,Under Construction,9,Apartment,Rent
1,6,4,0,1095,2,3,3,1065,South,1 out of 5,Viman Nagar,New,3,Garden,Freehold,2021-03-17,112785,103,Gibson PLC,No,Under Construction,1,Apartment,Sale
1,0,5,1,1636,0,1,1,1565,West,Ground,Viman Nagar,Old,2,Garden,Leasehold,2021-04-17,124336,76,Lopez and Sons,Yes,Ready to Move,1,Row House,Sale
1,1,2,1,1764,1,3,3,1667,East,1 out of 5,Wagholi,Old,2,Park,Freehold,2021-05-03,156996,89,Burns-Lewis,Yes,Ready to Move,5,Row House,Rent
2,10,5,2,1972,3,2,2,1925,East,1 out of 5,Hadapsar,Old,3,Park,Leasehold,2021-07-13,238612,121,Valentine-Mullins,No,Ready to Move,9,Villa,Sale
2,2,3,2,1159,1,2,2,1060,South,5 out of 12,NIBM,New,1,Park,Leasehold,2020-08-02,101992,88,"Johnson, Andrews and Berg",Yes,Ready to Move,4,Apartment,Rent
0,3,5,2,1269,1,3,3,1170,North,5 out of 12,Kharadi,Old,3,Main Road,Leasehold,2021-10-12,100251,79,"Atkins, Weber and Townsend",No,Ready to Move,2,Villa,Sale
2,6,5,0,1941,2,1,1,1854,West,Ground,Manjari,Old,1,Garden,Leasehold,2020-02-18,196041,101,"Hart, Velez and Gutierrez",No,Ready to Move,8,Villa,Rent
1,0,2,2,627,1,3,3,594,West,Ground,Manjari,Old,1,Main Road,Freehold,2023-10-21,73359,117,Robinson LLC,Yes,Under Construction,5,Row House,Rent
2,6,5,2,1631,2,3,3,1594,East,1 out of 5,Viman Nagar,New,3,Garden,Leasehold,2023-10-26,203875,125,Williams-Grant,No,Ready to Move,11,Row House,Rent
2,2,4,0,1869,3,1,1,1790,South,Ground,Undri,Old,3,Park,Leasehold,2024-01-18,228018,122,Marsh-Smith,No,Ready to Move,3,Row House,Sale
1,8,5,1,993,3,2,2,965,North,Ground,Magarpatta,New,1,Garden,Freehold,2025-01-11,87384,88,Andrews-Barnett,No,Ready to Move,12,Villa,Rent
2,7,5,2,1347,2,2,2,1306,South,Ground,Dhomkeel,New,3,Main Road,Freehold,2020-11-28,132006,98,"Wang, Oneal and Ortiz",Yes,Under Construction,7,Villa,Rent
2,0,1,1,1367,1,4,4,1324,South,Ground,Magarpatta,Old,3,Garden,Leasehold,2022-04-22,128498,94,Bray-Wright,No,Under Construction,10,Apartment,Rent
1,1,3,1,1175,0,3,3,1088,South,5 out of 12,Viman Nagar,Old,1,Garden,Leasehold,2022-11-11,144525,123,Vega-Morris,Yes,Under Construction,10,Villa,Rent
2,8,2,0,1829,2,3,3,1796,West,2 out of 10,Dhomkeel,New,2,Main Road,Leasehold,2021-06-19,111569,61,Warren PLC,Yes,Ready to Move,2,Row House,Sale
2,1,5,0,1260,1,1,1,1217,West,2 out of 10,Undri,Old,2,Park,Freehold,2022-02-10,156240,124,Wilson Group,No,Ready to Move,5,Villa,Sale
1,7,2,1,1151,0,2,2,1098,East,Ground,Viman Nagar,New,2,Garden,Leasehold,2020-11-11,57550,50,Decker-Walker,Yes,Under Construction,8,Apartment,Sale
1,5,2,2,1018,3,4,4,938,West,5 out of 12,Kharadi,Old,1,Garden,Leasehold,2025-02-05,67188,66,Henry-Robles,Yes,Under Construction,6,Row House,Rent
1,0,5,2,789,1,2,2,722,North,5 out of 12,Wagholi,Old,3,Park,Leasehold,2022-12-18,100992,128,"Arnold, Ward and Buck",Yes,Under Construction,5,Villa,Sale
0,9,2,0,768,1,4,4,739,East,2 out of 10,Undri,New,2,Main Road,Freehold,2022-01-23,113664,148,Smith Group,No,Ready to Move,2,Row House,Rent
2,3,2,1,909,1,4,4,879,West,5 out of 12,Wagholi,Old,1,Main Road,Leasehold,2023-06-27,52722,58,"Garcia, Ward and Erickson",No,Ready to Move,1,Row House,Sale
1,10,2,0,1010,2,2,2,974,South,1 out of 5,Magarpatta,New,2,Garden,Leasehold,2020-02-09,64640,64,Barrett and Sons,Yes,Ready to Move,10,Villa,Rent
1,6,1,1,1637,0,4,4,1558,North,2 out of 10,Dhomkeel,Old,1,Garden,Freehold,2020-08-28,150604,92,"Strong, Montgomery and Thompson",Yes,Ready to Move,3,Villa,Rent
1,7,4,1,1370,0,1,1,1328,South,5 out of 12,NIBM,Old,1,Garden,Freehold,2024-02-25,86310,63,"Hall, Robbins and Tucker",Yes,Ready to Move,7,Apartment,Sale
1,10,3,0,1364,2,1,1,1317,West,2 out of 10,Viman Nagar,New,2,Garden,Freehold,2024-09-29,190960,140,Blankenship-Garcia,No,Under Construction,10,Villa,Sale
2,6,2,2,940,1,1,1,894,North,Ground,Alandi,Old,3,Main Road,Leasehold,2022-02-26,80840,86,Griffin Ltd,No,Ready to Move,6,Villa,Rent
0,6,2,0,1023,3,3,3,926,East,Ground,Dhomkeel,Old,1,Main Road,Leasehold,2020-06-07,142197,139,"Hartman, Bernard and Ross",Yes,Under Construction,9,Villa,Sale
0,7,3,2,1091,0,2,2,1063,East,Ground,Viman Nagar,New,3,Park,Leasehold,2022-03-27,146194,134,Clark-Torres,No,Ready to Move,2,Apartment,Rent
1,6,4,0,1389,1,2,2,1310,West,2 out of 10,Kharadi,New,1,Garden,Freehold,2024-11-20,118065,85,Riley-Goodman,Yes,Ready to Move,10,Row House,Sale
2,3,1,0,1119,2,2,2,1042,North,1 out of 5,Magarpatta,Old,2,Park,Freehold,2023-05-06,126447,113,"Salazar, Cameron and Stone",Yes,Ready to Move,12,Apartment,Sale
1,1,1,1,1065,3,3,3,1032,West,1 out of 5,Dhomkeel,New,1,Garden,Leasehold,2024-08-02,100110,94,Oliver PLC,No,Ready to Move,1,Row House,Sale
0,7,2,2,1876,1,2,2,1852,North,Ground,Wagholi,Old,2,Park,Freehold,2022-06-01,106932,57,Jones Group,Yes,Under Construction,4,Villa,Rent
1,6,2,0,1160,0,1,1,1082,North,2 out of 10,Kharadi,Old,1,Main Road,Leasehold,2024-07-10,62640,54,Watkins Ltd,Yes,Under Construction,12,Villa,Sale
1,10,5,2,877,2,3,3,805,South,Ground,Hadapsar,New,3,Park,Freehold,2022-12-20,67529,77,Aguilar-Michael,No,Under Construction,11,Row House,Sale
1,3,4,1,1550,2,4,4,1490,East,Ground,Kondhwa,Old,2,Main Road,Freehold,2024-05-09,230950,149,Clark and Sons,No,Under Construction,12,Row House,Sale
0,4,1,2,1875,1,1,1,1844,West,Ground,Bhekrai Nagar,New,1,Main Road,Leasehold,2020-12-10,172500,92,Cummings-Martin,Yes,Under Construction,2,Apartment,Sale
1,6,5,2,656,0,1,1,571,East,Ground,Bhekrai Nagar,Old,1,Park,Freehold,2024-01-18,73472,112,Simon Group,No,Ready to Move,12,Villa,Rent
2,6,4,2,1378,3,3,3,1283,East,Ground,Manjari,Old,2,Park,Leasehold,2023-12-25,68900,50,Robles Inc,No,Under Construction,11,Apartment,Sale
2,9,1,0,913,0,2,2,816,East,2 out of 10,Viman Nagar,Old,1,Garden,Leasehold,2025-01-27,56606,62,Sexton PLC,No,Ready to Move,8,Row House,Sale
2,3,4,1,1013,1,1,1,956,North,1 out of 5,Magarpatta,New,2,Garden,Freehold,2021-11-24,115482,114,Costa and Sons,No,Ready to Move,12,Apartment,Rent
0,0,5,2,1292,2,2,2,1207,West,1 out of 5,Magarpatta,Old,3,Park,Leasehold,2020-01-29,131784,102,"Lowe, Bennett and Bradley",No,Under Construction,7,Apartment,Rent
2,4,1,1,900,2,2,2,848,East,1 out of 5,Viman Nagar,Old,3,Garden,Freehold,2022-09-10,90000,100,"Romero, Randall and Gibbs",Yes,Ready to Move,5,Apartment,Sale
2,0,4,1,731,2,2,2,681,East,2 out of 10,Kharadi,New,2,Garden,Freehold,2021-10-01,78948,108,"Price, Moore and Ellison",No,Under Construction,1,Villa,Sale
0,9,5,1,1558,1,2,2,1466,North,1 out of 5,Undri,Old,1,Park,Leasehold,2022-05-06,218120,140,Golden-Williams,Yes,Ready to Move,12,Villa,Rent
1,6,2,2,1732,3,2,2,1636,West,5 out of 12,Alandi,New,1,Main Road,Freehold,2024-12-21,206108,119,Kerr PLC,Yes,Ready to Move,11,Row House,Sale
0,3,1,0,1630,1,3,3,1550,East,5 out of 12,Dhomkeel,New,3,Garden,Freehold,2020-02-10,163000,100,"Wilson, Smith and Padilla",Yes,Under Construction,11,Apartment,Rent
0,1,2,1,1437,3,3,3,1337,East,1 out of 5,Kondhwa,Old,2,Main Road,Freehold,2022-03-04,77598,54,Martinez-Mclaughlin,No,Under Construction,6,Row House,Sale
0,7,5,2,820,3,2,2,732,East,5 out of 12,Alandi,New,2,Garden,Leasehold,2022-03-28,45100,55,Jones Group,Yes,Ready to Move,12,Apartment,Sale
2,1,2,2,1432,0,4,4,1392,North,5 out of 12,Undri,New,2,Garden,Leasehold,2021-12-24,199048,139,"Carson, Acosta and English",Yes,Under Construction,9,Apartment,Sale
0,0,5,2,1475,3,4,4,1449,West,Ground,Kondhwa,New,2,Main Road,Freehold,2022-02-14,213875,145,Austin-Baker,Yes,Under Construction,12,Villa,Rent
1,10,1,1,1601,1,3,3,1506,East,5 out of 12,Dhomkeel,Old,3,Main Road,Freehold,2021-11-21,206529,129,Kelley Ltd,Yes,Ready to Move,7,Row House,Sale
2,1,4,1,1405,3,3,3,1362,South,1 out of 5,NIBM,Old,2,Garden,Leasehold,2022-04-04,132070,94,Murphy-Ferrell,Yes,Under Construction,8,Apartment,Rent
0,6,2,1,502,3,2,2,418,North,5 out of 12,Wagholi,New,1,Park,Leasehold,2023-12-23,50200,100,Wright-Stone,Yes,Ready to Move,8,Apartment,Sale
1,2,1,2,1861,3,2,2,1762,East,2 out of 10,Kondhwa,Old,3,Garden,Leasehold,2023-01-10,225181,121,Murray-Richard,Yes,Under Construction,10,Row House,Sale
2,6,4,2,715,1,1,1,686,South,Ground,Wagholi,Old,2,Park,Freehold,2023-10-22,86515,121,"Atkins, Davis and Mccoy",No,Under Construction,1,Villa,Sale
0,8,3,2,1590,1,2,2,1533,South,Ground,NIBM,New,3,Main Road,Leasehold,2023-10-14,189210,119,"Kim, Guerrero and Jones",Yes,Under Construction,6,Villa,Rent
0,4,2,2,906,0,4,4,869,South,2 out of 10,Kondhwa,New,3,Garden,Freehold,2024-03-27,77010,85,Potter Inc,Yes,Ready to Move,4,Villa,Sale
2,2,3,2,919,3,1,1,890,East,1 out of 5,Undri,Old,3,Garden,Freehold,2024-05-13,102928,112,Kelly Inc,Yes,Under Construction,4,Villa,Sale
1,4,1,0,1149,0,4,4,1072,South,Ground,Wagholi,Old,1,Garden,Freehold,2022-02-04,74685,65,Daugherty-Sloan,Yes,Ready to Move,9,Villa,Rent
0,6,3,2,488,3,3,3,423,South,2 out of 10,Wagholi,New,1,Park,Leasehold,2021-08-16,65392,134,"Greene, Brown and Trevino",Yes,Under Construction,3,Row House,Sale
0,8,2,2,1037,2,4,4,1008,West,2 out of 10,Viman Nagar,New,1,Main Road,Leasehold,2020-01-14,135847,131,Parrish and Sons,No,Under Construction,11,Row House,Rent
1,1,3,1,637,1,1,1,571,North,1 out of 5,Bhekrai Nagar,New,3,Park,Freehold,2025-04-03,87906,138,Armstrong-Powell,No,Ready to Move,4,Apartment,Sale
1,6,2,2,1054,0,4,4,981,South,1 out of 5,Wagholi,New,2,Main Road,Leasehold,2024-05-02,69564,66,Thompson-Adams,No,Ready to Move,6,Apartment,Rent
2,7,1,0,840,1,2,2,763,East,2 out of 10,Manjari,New,3,Garden,Leasehold,2022-07-09,121800,145,Johnson and Sons,No,Under Construction,10,Row House,Sale
